Período,ARS,Hospital,Localização Geográfica,DDD Consumidas de Cefalosporinas,DDD Consumidas dos Restantes Antibióticos
2017-03,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",985,4243
2017-03,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",3161,10142
2017-03,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",7310,26682
2017-03,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",3,143
2017-04,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",8,168
2017-04,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",467,1191
2017-04,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",949,4061
2017-04,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",810,4912
2017-04,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1618,5455
2017-04,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1765,5087
2017-04,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2101,8429
2017-04,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2242,5720
2017-04,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4509,9437
2017-04,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3204,10537
2017-04,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",6555,24628
2017-04,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3653,24460
2017-04,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",689,1170
2017-05,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",966,2586
2017-05,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",421,1255
2017-05,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",484,1964
2017-05,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",771,3794
2017-05,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1644,4999
2017-05,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1596,4718
2017-05,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1525,6330
2017-05,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2507,5649
2017-05,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",530,2704
2017-05,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",927,3203
2017-05,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2526,5614
2017-06,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",66,192
2017-06,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",422,1260
2017-06,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",500,1604
2017-06,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1732,5495
2017-06,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1233,5663
2017-06,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",389,2459
2017-06,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",952,3574
2017-06,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2105,8156
2017-06,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2808,10515
2017-06,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4467,15507
2017-06,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5992,20515
2017-06,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1368,4808
2017-06,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",60,210
2017-07,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",110,238
2017-07,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",1,6
2017-07,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",382,1331
2017-07,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",342,921
2017-07,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",472,1715
2017-07,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",572,2023
2017-07,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1246,2593
2017-07,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1309,4896
2017-07,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",618,2214
2017-07,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1409,4710
2017-07,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",5436,23943
2017-07,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5334,17192
2017-08,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",534,2565
2017-08,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",927,3624
2017-08,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",1356,4062
2017-08,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1475,5478
2017-08,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",941,3124
2017-08,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",5866,25504
2017-08,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4003,15578
2017-08,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5344,17359
2017-08,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",471,1147
2017-09,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",983,5361
2017-09,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",778,3672
2017-09,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1659,4942
2017-09,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1462,4907
2017-09,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",753,2855
2017-09,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4163,9236
2017-09,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3755,23805
2017-09,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4836,16306
2017-09,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",974,4315
2017-09,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",27,303
2017-10,Centro,"Unidade Local de Saúde da Guarda, E.P.E.","40.5309916, -7.2734793",933,3961
2017-10,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1035,4619
2017-10,Norte,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.","40.9293884, -8.5458794",2301,5978
2017-10,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2305,8568
2017-10,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",1923,5326
2017-10,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2676,5077
2017-10,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",793,3348
2017-10,Norte,"Centro Hospitalar de Trás os Montes e Alto Douro, E.P.E.","41.3031784, -7.7515252",2083,7379
2017-10,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",11234,28671
2017-10,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1252,4243
2017-11,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1286,5188
2017-11,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1748,5852
2017-11,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1677,5382
2017-11,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",930,2788
2017-11,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1455,6437
2017-11,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4014,9228
2017-11,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",3084,10085
2017-11,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2419,12273
2017-11,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4395,16451
2017-11,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5521,19029
2017-11,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",1073,4741
2017-12,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",884,5897
2017-12,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1388,6438
2017-12,Norte,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.","41.1094138, -8.5972617",2653,8926
2017-12,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2090,12952
2017-12,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2987,15134
2017-12,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",14,192
2018-01,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",124,335
2018-01,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",635,2180
2018-01,Centro,"Centro Hospitalar do Baixo Vouga, E.P.E.","40.6362453, -8.6543716",2358,6332
2018-01,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2962,7721
2018-01,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",4057,28834
2018-01,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",469,999
2018-01,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1368,5612
2018-01,LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",45,374
2018-02,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",114,393
2018-02,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1207,6498
2018-02,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",479,1743
2018-02,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",458,2541
2018-02,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2696,6098
2018-02,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2822,9620
2018-02,Norte,"Instituto Português de Oncologia, E.P.E. - Porto","41.1785642, -8.6062881",964,4218
2018-02,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",25,374
2018-03,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",113,245
2018-03,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",546,1896
2018-03,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",258,2314
2018-03,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1171,4633
2018-03,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1469,6490
2018-03,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2876,5685
2018-03,Alentejo,"Hospital Espirito Santo, E.P.E. - Evora","38.5684861, -7.9032848",1115,4735
2018-03,Norte,"Centro Hospitalar Universitário de São João, E.P.E.","41.1831056, -8.6010558",4341,17441
2018-03,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5505,18909
2018-03,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",496,1119
2018-03,Norte,"Hospital de Magalhaes de Lemos, E.P.E.","41.1764649, -8.6649823",2,369
2018-04,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",25,146
2018-04,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",896,3267
2018-04,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",430,1752
2018-04,Norte,"Hospital de Santa Maria Maior, E.P.E. - Barcelos","41.5324234, -8.6171561",597,2169
2018-04,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",201,1696
2018-04,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1175,4788
2018-04,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1302,5704
2018-04,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1382,6582
2018-04,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",927,3293
2018-04,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2595,7523
2018-04,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2201,11399
2018-04,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3633,25050
2018-04,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",455,1061
2018-05,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",86,366
2018-05,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",19,67
2018-05,Norte,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.","41.3828711, -8.7589945",499,1217
2018-05,Centro,"Unidade Local de Saúde de Castelo Branco, E.P.E.","39.8212263, -7.4981271",711,2548
2018-05,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2425,5568
2018-05,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",332,2657
2018-05,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",4032,10275
2018-05,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2476,10566
2018-06,Centro,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,"40.297919, -8.7707806",46,422
2018-06,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",995,5239
2018-06,LVT,"Centro Hospitalar do Medio Tejo, E.P.E.","39.478072, -8.5404429",1768,5175
2018-06,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1060,5517
2018-06,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",400,2804
2018-06,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",930,3424
2018-06,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3935,9593
2018-06,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2356,9667
2018-06,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1433,5053
2018-07,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",43,85
2018-07,Centro,Hospital Dr. Francisco Zagalo  - Ovar,"40.8571967, -8.6318023",152,267
2018-07,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,2
2018-07,LVT,"Centro Hospitalar do Oeste, E.P.E.","39.4054629, -9.1258493",1015,5647
2018-07,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.","38.0162314, -8.6956768",171,1785
2018-07,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",1924,5507
2018-07,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",725,2475
2018-07,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1470,5944
2018-07,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",817,3393
2018-07,LVT,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.","38.7422257, -9.2264834",2772,8758
2018-07,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3545,24505
2018-07,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",456,961
2018-08,Centro,"Hospital Distrital Figueira da Foz, E.P.E.","40.117897, -8.8586755",484,2049
2018-08,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1331,3794
2018-08,Centro,"Centro Hospitalar de Leiria, E.P.E.","39.7414812, -8.7982706",2349,7678
2018-08,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1400,5416
2018-08,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",716,2901
2018-08,Norte,"Centro Hospitalar Universitário do Porto, E.P.E.","41.1472498, -8.6172617",2155,13964
2018-09,Centro,Hospital Arcebispo Joao Crisóstomo - Cantanhede,"40.3470015, -8.5933462",60,107
2018-09,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",0,2
2018-09,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",895,2799
2018-09,LVT,"Centro Hospitalar Barreiro Montijo, E.P.E.","38.6554005, -9.0592392",795,4960
2018-09,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",1916,5278
2018-09,Centro,"Centro Hospitalar Universitário Cova da Beira, E.P.E.","40.2804158, -7.4922407",519,2248
2018-09,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1329,4411
2018-09,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.","38.014123, -7.8721227",374,2402
2018-09,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2267,5913
2018-09,Algarve,"Centro Hospitalar Universitário do Algarve, E.P.E.","37.0238973, -7.9281554",3950,10331
2018-09,LVT,"Hospital Garcia da Orta, E.P.E.","38.6658713, -9.1822554",2238,8446
2018-09,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3339,22903
2018-09,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",4635,17431
2018-10,LVT,Instituto de Oftalmologia Dr. Gama Pinto,"38.7218793, -9.144249",1,4
2018-10,Norte,"Centro Hospitalar do Medio Ave, E.P.E.","41.3423984, -8.4802503",778,2586
2018-10,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1253,4139
2018-10,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2316,5187
2018-10,Centro,"Centro Hospitalar Tondela-Viseu, E.P.E.","40.516364, -8.0827433",2553,6487
2018-10,LVT,"Centro Hospitalar de Lisboa Ocidental, E.P.E.","38.708454, -9.216985",2184,10140
2018-10,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",470,907
2018-10,LVT,"Instituto Português de Oncologia, E.P.E. - Lisboa","38.7396768, -9.1634516",1286,5301
2018-11,LVT,"Centro Hospitalar de Setúbal, E.P.E.","38.5283754, -8.8818638",1353,5127
2018-11,Norte,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.","41.4387173, -8.3086907",1613,6665
2018-11,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1329,4640
2018-11,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2390,5415
2018-11,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",3488,23770
2018-11,LVT,"Centro Hospitalar Universitário Lisboa Central, E.P.E.","38.7166948, -9.1371248",5709,19809
2018-11,Centro,"Instituto Português de Oncologia, E.P.E. - Coimbra","40.2162514, -8.4103814",606,1181
2018-12,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1097,4774
2018-12,Norte,"Centro Hospitalar do Tâmega e Sousa, E.P.E.","41.2494561, -8.264901",2342,5660
2018-12,LVT,"Hospital distrital de Santarem, E.P.E.","39.2410946, -8.6937515",1700,6901
2018-12,Norte,"Unidade Local de Saúde de Matosinhos, E.P.E.","41.1794456, -8.6745115",1159,4282
2018-12,Norte,"Unidade Local de Saúde do Alto Minho, E.P.E.","41.7056054, -8.8252713",2539,4879
2018-12,Alentejo,"Unidade Local de Saúde do Norte Alentejano, E.P.E.","39.3003425, -7.4263845",815,3270
2018-12,Centro,"Centro Hospitalar e Universitário de Coimbra, E.P.E.","40.2191523, -8.4098211",6102,24478
2018-12,LVT,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.","38.7500861, -9.1616116",2991,22235
2019-01,Norte,"Unidade Local de Saúde do Nordeste, E.P.E.","41.8056532, -6.7888197",1414,5840
