Periodo;Ano;Mes;Trimestre;Semestre;Regiao;Instituicao;Populacao_Regiao;Num_Municipios;Consumo_Carbapenemes;Consumo_Outros_Antibioticos;Consumo_Total_Antibioticos;Percentual_Carbapenemes;Consumo_Carbapenemes_Per_Capita;Total_Urgencias;Urgencias_Geral;Urgencias_Pediatricas;Urgencias_Obstetricia;Urgencias_Psiquiatrica;Total_Urgencias_Per_Capita;Total_Consultas;Primeiras_Consultas;Consultas_Subsequentes;Total_Consultas_Per_Capita;Peso_Medio_Carbapenemes
2014-10;2014;10;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;3999781.0;66.0;;;;;;120426.0;83422.0;28997.0;8007.0;0.0;3010.81;146223.0;36246.0;109977.0;3655.78;
2014-11;2014;11;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;3999781.0;66.0;;;;;;132653.0;91641.0;32388.0;8624.0;0.0;3316.51;161424.0;39968.0;121456.0;4035.82;
2014-12;2014;12;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;3999781.0;66.0;;;;;;145317.0;100051.0;35979.0;9287.0;0.0;3633.12;175432.0;43447.0;131985.0;4386.04;
2015-01;2015;1;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;13929.0;9457.0;3738.0;734.0;0.0;348.02;15524.0;3743.0;11781.0;387.87;
2015-02;2015;2;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;24669.0;16925.0;6364.0;1380.0;0.0;616.36;30111.0;7384.0;22727.0;752.33;
2015-03;2015;3;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;36505.0;25116.0;9245.0;2144.0;0.0;912.08;46058.0;11401.0;34657.0;1150.77;
2015-04;2015;4;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;47747.0;32752.0;12055.0;2940.0;0.0;1192.97;61776.0;15257.0;46519.0;1543.49;
2015-05;2015;5;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;60060.0;41186.0;15207.0;3667.0;0.0;1500.61;76262.0;18766.0;57496.0;1905.42;
2015-06;2015;6;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;71267.0;49250.0;17633.0;4384.0;0.0;1780.62;91522.0;22503.0;69019.0;2286.7;
2015-07;2015;7;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;82841.0;57711.0;19944.0;5186.0;0.0;2069.8;106449.0;26011.0;80438.0;2659.65;
2015-08;2015;8;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;93751.0;65868.0;21873.0;6010.0;0.0;2342.39;117414.0;28794.0;88620.0;2933.61;
2015-09;2015;9;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;104854.0;73859.0;24213.0;6782.0;0.0;2619.8;132597.0;32365.0;100232.0;3312.96;
2015-10;2015;10;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;117057.0;82117.0;27330.0;7610.0;0.0;2924.69;148590.0;36110.0;112480.0;3712.55;
2015-11;2015;11;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;129089.0;90068.0;30700.0;8321.0;0.0;3225.31;164401.0;39844.0;124557.0;4107.59;
2015-12;2015;12;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4002369.0;66.0;;;;;;141152.0;98168.0;33938.0;9046.0;0.0;3526.71;177904.0;42826.0;135078.0;4444.97;
2016-01;2016;1;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;12545.0;8437.0;3426.0;682.0;0.0;313.37;14494.0;3574.0;10920.0;362.05;
2016-02;2016;2;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;24158.0;16371.0;6458.0;1329.0;0.0;603.45;29465.0;7205.0;22260.0;736.02;
2016-03;2016;3;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;36672.0;25053.0;9535.0;2084.0;0.0;916.04;44827.0;10980.0;33847.0;1119.75;
2016-04;2016;4;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;48751.0;33369.0;12553.0;2829.0;0.0;1217.77;59780.0;14595.0;45185.0;1493.27;
2016-05;2016;5;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;61920.0;42219.0;16041.0;3660.0;0.0;1546.72;76161.0;18488.0;57673.0;1902.45;
2016-06;2016;6;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;73476.0;50368.0;18749.0;4359.0;0.0;1835.38;90876.0;21879.0;68997.0;2270.02;
2016-07;2016;7;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;84998.0;58787.0;21097.0;5114.0;0.0;2123.2;103953.0;24987.0;78966.0;2596.68;
2016-08;2016;8;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;96301.0;67218.0;23211.0;5872.0;0.0;2405.54;116250.0;27891.0;88359.0;2903.85;
2016-09;2016;9;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;107675.0;75328.0;25692.0;6655.0;0.0;2689.65;130608.0;31314.0;99294.0;3262.5;
2016-10;2016;10;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;120034.0;83606.0;28967.0;7461.0;0.0;2998.37;145757.0;34839.0;110918.0;3640.92;
2016-11;2016;11;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;132440.0;91861.0;32330.0;8249.0;0.0;3308.27;161762.0;38678.0;123084.0;4040.71;
2016-12;2016;12;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4003306.0;66.0;;;;;;146196.0;101246.0;36008.0;8942.0;0.0;3651.88;174865.0;41911.0;132954.0;4368.01;
2017-01;2017;1;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;11990.0;8155.0;3092.0;743.0;0.0;299.01;16114.0;3962.0;12152.0;401.85;
2017-02;2017;2;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;23419.0;16069.0;5909.0;1441.0;0.0;584.03;30594.0;7562.0;23032.0;762.96;
2017-03;2017;3;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;36274.0;24931.0;9063.0;2280.0;0.0;904.61;47916.0;11812.0;36104.0;1194.94;
2017-04;2017;4;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;48234.0;33484.0;11761.0;2989.0;0.0;1202.87;61220.0;14831.0;46389.0;1526.71;
2017-05;2017;5;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;60986.0;42419.0;14765.0;3802.0;0.0;1520.88;77574.0;18519.0;59055.0;1934.55;
2017-06;2017;6;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;73222.0;51230.0;17376.0;4616.0;0.0;1826.02;91772.0;21881.0;69891.0;2288.62;
2017-07;2017;7;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;84918.0;59907.0;19624.0;5387.0;0.0;2117.7;105938.0;25217.0;80721.0;2641.9;
2017-08;2017;8;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;96376.0;68512.0;21639.0;6225.0;0.0;2403.44;118258.0;28358.0;89900.0;2949.14;
2017-09;2017;9;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;108355.0;77169.0;24161.0;7025.0;0.0;2702.17;132062.0;31707.0;100355.0;3293.38;
2017-10;2017;10;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;121908.0;86620.0;27532.0;7756.0;0.0;3040.16;147835.0;35563.0;112272.0;3686.73;
2017-11;2017;11;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;135104.0;95510.0;31082.0;8512.0;0.0;3369.24;164242.0;39569.0;124673.0;4095.89;
2017-12;2017;12;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4009920.0;66.0;;;;;;149099.0;105042.0;34777.0;9280.0;0.0;3718.25;177234.0;42645.0;134589.0;4419.89;
2018-01;2018;1;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;13942.0;9580.0;3601.0;761.0;0.0;347.15;16580.0;4251.0;12329.0;412.84;
2018-02;2018;2;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;26211.0;18229.0;6520.0;1462.0;0.0;652.65;30609.0;7758.0;22851.0;762.16;
2018-03;2018;3;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;38492.0;26815.0;9419.0;2258.0;0.0;958.45;45544.0;11370.0;34174.0;1134.04;
2018-04;2018;4;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;50767.0;35473.0;12174.0;3120.0;0.0;1264.09;59746.0;14689.0;45057.0;1487.67;
2018-05;2018;5;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;63861.0;44455.0;15344.0;4062.0;0.0;1590.13;74815.0;18212.0;56603.0;1862.88;
2018-06;2018;6;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;76234.0;53213.0;18073.0;4948.0;0.0;1898.22;89174.0;21669.0;67505.0;2220.42;
2018-07;2018;7;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;88532.0;62205.0;20437.0;5890.0;0.0;2204.43;103230.0;25139.0;78091.0;2570.41;
2018-08;2018;8;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;100773.0;71248.0;22732.0;6793.0;0.0;2509.23;114767.0;28134.0;86633.0;2857.68;
2018-09;2018;9;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;112837.0;79934.0;25149.0;7754.0;0.0;2809.63;128294.0;31336.0;96958.0;3194.5;
2018-10;2018;10;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;125922.0;88842.0;28404.0;8676.0;0.0;3135.44;144695.0;35369.0;109326.0;3602.89;
2018-11;2018;11;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;138308.0;97143.0;31594.0;9571.0;0.0;3443.85;160302.0;39389.0;120913.0;3991.5;
2018-12;2018;12;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4016087.0;66.0;;;;;;152122.0;106308.0;35399.0;10415.0;0.0;3787.82;173413.0;42594.0;130819.0;4317.96;
2019-01;2019;1;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;14260.0;9573.0;3835.0;852.0;0.0;352.61;16586.0;4199.0;12387.0;410.13;
2019-02;2019;2;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;26659.0;18008.0;6968.0;1683.0;0.0;659.21;31932.0;8115.0;23817.0;789.59;
2019-03;2019;3;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;39754.0;26979.0;10160.0;2615.0;0.0;983.01;47638.0;12108.0;35530.0;1177.96;
2019-04;2019;4;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;51955.0;35471.0;12977.0;3507.0;0.0;1284.71;63378.0;16006.0;47372.0;1567.17;
2019-05;2019;5;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;65848.0;44958.0;16436.0;4454.0;0.0;1628.24;80935.0;20511.0;60424.0;2001.3;
2019-06;2019;6;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;78091.0;53583.0;19184.0;5324.0;0.0;1930.98;93990.0;23681.0;70309.0;2324.12;
2019-07;2019;7;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;90729.0;62589.0;21763.0;6377.0;0.0;2243.48;110116.0;27726.0;82390.0;2722.87;
2019-08;2019;8;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;103051.0;71752.0;23930.0;7369.0;0.0;2548.17;121607.0;30762.0;90845.0;3007.01;
2019-09;2019;9;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;116207.0;81036.0;26808.0;8363.0;0.0;2873.49;136498.0;34671.0;101827.0;3375.23;
2019-10;2019;10;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;130789.0;90712.0;30657.0;9420.0;0.0;3234.06;154159.0;39304.0;114855.0;3811.94;
2019-11;2019;11;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;144439.0;99748.0;34320.0;10371.0;0.0;3571.59;169607.0;43312.0;126295.0;4193.92;
2019-12;2019;12;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4044113.0;66.0;;;;;;158921.0;109263.0;38393.0;11265.0;0.0;3929.69;183412.0;46807.0;136605.0;4535.28;
2020-01;2020;1;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;14826.0;9989.0;3892.0;945.0;0.0;365.62;16470.0;4348.0;12122.0;406.16;
2020-02;2020;2;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;28487.0;19085.0;7614.0;1788.0;0.0;702.51;31539.0;8469.0;23070.0;777.77;
2020-03;2020;3;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;36949.0;25353.0;9234.0;2362.0;0.0;911.19;43610.0;11154.0;32456.0;1075.45;
2020-04;2020;4;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;42575.0;29835.0;9859.0;2881.0;0.0;1049.93;52695.0;12563.0;40132.0;1299.49;
2020-05;2020;5;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;50187.0;35905.0;10810.0;3472.0;0.0;1237.64;64809.0;14987.0;49822.0;1598.23;
2020-06;2020;6;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;58186.0;42272.0;11800.0;4114.0;0.0;1434.9;77971.0;18169.0;59802.0;1922.82;
2020-07;2020;7;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;67029.0;49232.0;13010.0;4787.0;0.0;1652.98;91304.0;21363.0;69941.0;2251.62;
2020-08;2020;8;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;75991.0;56215.0;14231.0;5545.0;0.0;1873.99;102015.0;24080.0;77935.0;2515.76;
2020-09;2020;9;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;85269.0;63143.0;15898.0;6228.0;0.0;2102.79;116003.0;27353.0;88650.0;2860.71;
2020-10;2020;10;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;94575.0;69814.0;17832.0;6929.0;0.0;2332.28;130437.0;30920.0;99517.0;3216.66;
2020-11;2020;11;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;102690.0;75732.0;19410.0;7548.0;0.0;2532.4;144552.0;34201.0;110351.0;3564.75;
2020-12;2020;12;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4055043.0;66.0;;;;;;110996.0;82146.0;20757.0;8093.0;0.0;2737.23;155943.0;36642.0;119301.0;3845.66;
2021-01;2021;1;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;7891.0;6095.0;1273.0;523.0;0.0;194.01;12428.0;2925.0;9503.0;305.56;
2021-02;2021;2;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;13619.0;10702.0;1927.0;990.0;0.0;334.84;24518.0;5506.0;19012.0;602.81;
2021-03;2021;3;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;21175.0;16689.0;2872.0;1614.0;0.0;520.62;39653.0;8801.0;30852.0;974.93;
2021-04;2021;4;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;30223.0;23271.0;4705.0;2247.0;0.0;743.08;53879.0;12274.0;41605.0;1324.7;
2021-05;2021;5;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;41164.0;30903.0;7309.0;2952.0;0.0;1012.08;68848.0;15888.0;52960.0;1692.74;
2021-06;2021;6;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;52336.0;38490.0;10155.0;3691.0;0.0;1286.76;81324.0;18836.0;62488.0;1999.48;
2021-07;2021;7;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;63686.0;46480.0;12722.0;4484.0;0.0;1565.82;95003.0;22035.0;72968.0;2335.8;
2021-08;2021;8;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;74229.0;54226.0;14728.0;5275.0;0.0;1825.04;106005.0;24606.0;81399.0;2606.3;
2021-09;2021;9;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;85322.0;61928.0;17353.0;6041.0;0.0;2097.78;119798.0;28073.0;91725.0;2945.42;
2021-10;2021;10;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;98098.0;70084.0;21131.0;6883.0;0.0;2411.89;133936.0;31472.0;102464.0;3293.03;
2021-11;2021;11;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;110013.0;77926.0;24456.0;7631.0;0.0;2704.84;149008.0;35012.0;113996.0;3663.6;
2021-12;2021;12;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4067259.0;66.0;;;;;;121319.0;85742.0;27252.0;8325.0;0.0;2982.82;161706.0;37986.0;123720.0;3975.8;
2022-01;2022;1;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;10629.0;7781.0;2112.0;736.0;0.0;258.08;14036.0;3548.0;10488.0;340.81;
2022-02;2022;2;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;21636.0;15164.0;5004.0;1468.0;0.0;525.34;28295.0;7218.0;21077.0;687.03;
2022-03;2022;3;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;35985.0;24324.0;9338.0;2323.0;0.0;873.74;44237.0;11389.0;32848.0;1074.11;
2022-04;2022;4;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;48618.0;32810.0;12672.0;3136.0;0.0;1180.48;57424.0;14660.0;42764.0;1394.3;
2022-05;2022;5;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;62733.0;42537.0;16250.0;3946.0;0.0;1523.21;73820.0;18605.0;55215.0;1792.41;
2022-06;2022;6;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;75295.0;51460.0;19069.0;4766.0;0.0;1828.22;86610.0;21590.0;65020.0;2102.96;
2022-07;2022;7;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;87338.0;60144.0;21588.0;5606.0;0.0;2120.64;99722.0;24867.0;74855.0;2421.33;
2022-08;2022;8;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;99235.0;68884.0;23761.0;6590.0;0.0;2409.5;111226.0;27808.0;83418.0;2700.66;
2022-09;2022;9;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;111566.0;77528.0;26587.0;7451.0;0.0;2708.91;125916.0;31466.0;94450.0;3057.34;
2022-10;2022;10;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;126361.0;87061.0;30996.0;8304.0;0.0;3068.15;139994.0;34958.0;105036.0;3399.17;
2022-11;2022;11;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;141758.0;96690.0;35943.0;9125.0;0.0;3442.0;155707.0;38772.0;116935.0;3780.69;
2022-12;2022;12;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4118481.0;66.0;;;;;;155246.0;105780.0;39607.0;9859.0;0.0;3769.5;167945.0;41662.0;126283.0;4077.84;
2023-01;2023;1;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;13973.0;9526.0;3656.0;791.0;0.0;334.34;15695.0;4010.0;11685.0;375.55;
2023-02;2023;2;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;27211.0;18636.0;7058.0;1517.0;0.0;651.1;29095.0;7355.0;21740.0;696.18;
2023-03;2023;3;1;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;41275.0;28326.0;10638.0;2311.0;0.0;987.62;45377.0;11489.0;33888.0;1085.77;
2023-04;2023;4;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;54150.0;37448.0;13593.0;3109.0;0.0;1295.69;58181.0;14706.0;43475.0;1392.14;
2023-05;2023;5;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;68535.0;47472.0;17145.0;3918.0;0.0;1639.89;74397.0;18721.0;55676.0;1780.15;
2023-06;2023;6;2;1;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;81529.0;56827.0;20074.0;4628.0;0.0;1950.81;88181.0;22146.0;66035.0;2109.97;
2023-07;2023;7;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;94208.0;66662.0;22173.0;5373.0;0.0;2254.19;101037.0;25243.0;75794.0;2417.59;
2023-08;2023;8;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;106894.0;76819.0;23899.0;6176.0;0.0;2557.73;112798.0;28296.0;84502.0;2699.0;
2023-09;2023;9;3;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;119262.0;86236.0;25954.0;7072.0;0.0;2853.67;126189.0;31559.0;94630.0;3019.42;
2023-10;2023;10;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;131965.0;95564.0;28666.0;7735.0;0.0;3157.63;140593.0;35098.0;105495.0;3364.08;
2023-11;2023;11;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;143806.0;104686.0;30715.0;8405.0;0.0;3440.96;155412.0;38574.0;116838.0;3718.66;
2023-12;2023;12;4;2;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;4179246.0;66.0;;;;;;156899.0;114983.0;32852.0;9064.0;0.0;3754.24;166688.0;41143.0;125545.0;3988.47;
2013-01;2013;1;1;1;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;4003714.0;66.0;;;;;;14185.0;11005.0;2944.0;236.0;0.0;354.3;15379.0;5869.0;9510.0;384.12;
2013-02;2013;2;1;1;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;4003714.0;66.0;;;;;;26897.0;21034.0;5421.0;442.0;0.0;671.8;29134.0;11213.0;17921.0;727.67;
2013-03;2013;3;1;1;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;4003714.0;66.0;;;;;;40958.0;32059.0;8216.0;683.0;0.0;1023.0;42686.0;16361.0;26325.0;1066.16;
2013-04;2013;4;2;1;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;4003714.0;66.0;;;;;;53603.0;42154.0;10577.0;872.0;0.0;1338.83;58304.0;22451.0;35853.0;1456.25;
2013-05;2013;5;2;1;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;4003714.0;66.0;;;;;;66586.0;52426.0;13068.0;1092.0;0.0;1663.11;74318.0;28480.0;45838.0;1856.23;
2013-06;2013;6;2;1;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;4003714.0;66.0;;;;;;78757.0;62162.0;15335.0;1260.0;0.0;1967.1;87666.0;33506.0;54160.0;2189.62;
2013-07;2013;7;3;2;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;4003714.0;66.0;;;;;;91493.0;72489.0;17533.0;1471.0;0.0;2285.2;102385.0;38976.0;63409.0;2557.25;
2013-08;2013;8;3;2;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;4003714.0;66.0;;;;;;103738.0;82893.0;19137.0;1708.0;0.0;2591.04;113821.0;43465.0;70356.0;2842.89;
2013-09;2013;9;3;2;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;4003714.0;66.0;;;;;;115153.0;92329.0;20906.0;1918.0;0.0;2876.15;127710.0;48373.0;79337.0;3189.79;
2013-10;2013;10;4;2;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;4003714.0;66.0;;;;;;127857.0;102369.0;23387.0;2101.0;0.0;3193.46;143360.0;54124.0;89236.0;3580.68;
