Período,Hospital,Região_x,Consumo,Sobra,Região_y,nr consultas,Região,Urgências Geral,Urgências Pediátricas,Urgência Obstetricia,Urgência Psiquiátrica,Total Urgências
2017-09,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,158,4054,,,,,,,,
2017-09,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,610,6330,,,,,,,,
2017-09,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,231,5523,,,,,,,,
2017-09,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,617,6927,,,,,,,,
2017-09,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,157,4140,,,,,,,,
2017-09,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1129,10714,,,,,,,,
2017-09,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,325,Região de Saúde LVT,48057.0,,,,,,
2017-10,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,140,,,,,,,,
2017-10,Hospital Dr. Francisco Zagalo  - Ovar,Centro,2,437,,,,,,,,
2017-10,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,5,,,,,,,,
2017-10,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,249,4645,,,,,,,,
2017-10,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,0,1788,,,,,,,,
2017-10,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,212,5441,,,,,,,,
2017-10,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,291,6958,,,,,,,,
2017-10,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,809,7658,,,,,,,,
2017-10,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1941,27290,,,,,,,,
2017-10,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1185,19382,,,,,,,,
2017-11,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,95,,,,,,,,
2017-11,"Centro Hospitalar do Oeste, E.P.E.",LVT,342,6132,,,,,,,,
2017-11,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,217,7448,,,,,,,,
2017-11,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,476,6906,,,,,,,,
2017-11,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,13,2814,,,,,,,,
2017-11,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,200,4632,,,,,,,,
2017-11,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1118,13575,,,,,,,,
2017-11,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,209,,,,,,,,
2017-12,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,0,408,,,,,,,,
2017-12,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,31,,,,,,,,
2017-12,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,65,2135,,,,,,,,
2017-12,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,295,4828,,,,,,,,
2017-12,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,3,1713,,,,,,,,
2017-12,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,175,5440,,,,,,,,
2017-12,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,287,7849,,,,,,,,
2017-12,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,509,8712,,,,,,,,
2017-12,"Hospital Garcia da Orta, E.P.E.",LVT,402,10673,,,,,,,,
2017-12,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1889,27901,,,,,,,,
2017-12,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,206,Região de Saúde LVT,63410.0,,,,,,
2017-12,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,193,,,,,,,,
2018-01,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,145,,,,,,,,
2018-01,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,166,2546,,,,,,,,
2018-01,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,248,5956,,,,,,,,
2018-01,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,251,9337,,,,,,,,
2018-01,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,306,12356,,,,,,,,
2018-01,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,486,8693,,,,,,,,
2018-01,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,269,12462,,,,,,,,
2018-01,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,470,15979,,,,,,,,
2018-01,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1133,15032,,,,,,,,
2018-01,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,419,Região de Saúde LVT,5840.0,,,,,,
2018-01,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,256,,,,,,,,
2018-02,Hospital Dr. Francisco Zagalo  - Ovar,Centro,2,339,,,,,,,,
2018-02,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,208,5709,,,,,,,,
2018-02,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,189,6467,,,,,,,,
2018-02,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,218,4057,,,,,,,,
2018-02,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,363,7940,,,,,,,,
2018-02,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,10,2989,,,,,,,,
2018-02,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,576,14643,,,,,,,,
2018-02,"Hospital Garcia da Orta, E.P.E.",LVT,368,11673,,,,,,,,
2018-03,"Centro Hospitalar do Oeste, E.P.E.",LVT,402,7028,,,,,,,,
2018-03,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,148,2536,,,,,,,,
2018-03,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,18,2555,,,,,,,,
2018-03,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,475,12498,,,,,,,,
2018-03,"Hospital Distrital de Santarém, E.P.E.",LVT,295,9268,,,,,,,,
2018-03,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,14,3182,,,,,,,,
2018-03,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,300,4614,,,,,,,,
2018-03,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,526,15154,,,,,,,,
2018-03,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,2609,30028,,,,,,,,
2018-03,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,596,5254,,,,,,,,
2018-03,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,295,Região de Saúde LVT,16640.0,,,,,,
2018-04,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,28,348,,,,,,,,
2018-04,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,112,2655,,,,,,,,
2018-04,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,157,2407,,,,,,,,
2018-04,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,244,6020,,,,,,,,
2018-04,"Centro Hospitalar de Setúbal, E.P.E.",LVT,258,6749,,,,,,,,
2018-04,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,973,13536,,,,,,,,
2018-04,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,2189,26495,,,,,,,,
2018-04,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,381,4766,,,,,,,,
2018-04,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,239,,,,,,,,
2018-05,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,87,,,,,,,,
2018-05,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,62,3819,,,,,,,,
2018-05,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,175,3195,,,,,,,,
2018-05,"Hospital Distrital de Santarém, E.P.E.",LVT,282,7531,,,,,,,,
2018-05,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,405,6085,,,,,,,,
2018-05,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,522,10159,,,,,,,,
2018-05,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1012,19764,,,,,,,,
2018-05,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,156,1518,,,,,,,,
2018-05,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,499,4662,,,,,,,,
2018-05,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,242,,,,,,,,
2018-06,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,56,1847,,,,,,,,
2018-06,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,103,2852,,,,,,,,
2018-06,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,433,6006,,,,,,,,
2018-06,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,132,4482,,,,,,,,
2018-06,"Centro Hospitalar de Setúbal, E.P.E.",LVT,356,6450,,,,,,,,
2018-06,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,251,7194,,,,,,,,
2018-06,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,347,6792,,,,,,,,
2018-06,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,219,9985,,,,,,,,
2018-06,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,329,5565,,,,,,,,
2018-06,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,848,11969,,,,,,,,
2018-06,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1118,12084,,,,,,,,
2018-07,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,286,4173,,,,,,,,
2018-07,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,265,3946,,,,,,,,
2018-07,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,703,10625,,,,,,,,
2018-07,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,382,14437,,,,,,,,
2018-07,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,609,4666,,,,,,,,
2018-07,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,498,Região de Saúde LVT,37489.0,,,,,,
2018-08,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,34,353,,,,,,,,
2018-08,Hospital Dr. Francisco Zagalo  - Ovar,Centro,39,307,,,,,,,,
2018-08,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,10,,,,,,,,
2018-08,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,149,2384,,,,,,,,
2018-08,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,215,3194,,,,,,,,
2018-08,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,8,3248,,,,,,,,
2018-08,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,258,8338,,,,,,,,
2018-08,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,1077,11719,,,,,,,,
2018-08,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1093,19919,,,,,,,,
2018-08,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,228,,,,,,,,
2018-09,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,2,,,,,,,,
2018-09,"Centro Hospitalar do Oeste, E.P.E.",LVT,473,5066,,,,,,,,
2018-09,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,63,1485,,,,,,,,
2018-09,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,525,10166,,,,,,,,
2018-09,"Centro Hospitalar de Setúbal, E.P.E.",LVT,227,5538,,,,,,,,
2018-09,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,289,5451,,,,,,,,
2018-09,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,491,9004,,,,,,,,
2018-09,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,665,7515,,,,,,,,
2018-09,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,397,13885,,,,,,,,
2018-09,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1232,20833,,,,,,,,
2018-09,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,285,,,,,,,,
2018-10,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,6,,,,,,,,
2018-10,"Centro Hospitalar do Oeste, E.P.E.",LVT,547,5966,,,,,,,,
2018-10,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,46,2262,,,,,,,,
2018-10,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,156,2343,,,,,,,,
2018-10,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,173,2890,,,,,,,,
2018-10,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,78,1842,,,,,,,,
2018-10,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,121,5271,,,,,,,,
2018-10,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,373,6150,,,,,,,,
2018-10,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,385,8609,,,,,,,,
2018-10,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,54,1323,,,,,,,,
2018-10,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,852,5735,,,,,,,,
2018-10,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,883,5926,,,,,,,,
2018-11,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,11,417,,,,,,,,
2018-11,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,161,,,,,,,,
2018-11,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,20,,,,,,,,
2018-11,"Hospital de Santa Maria Maior, E.P.E. - Barcelos",Norte,46,2100,,,,,,,,
2018-11,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,25,2840,,,,,,,,
2018-11,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,241,3486,,,,,,,,
2018-11,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,290,10281,,,,,,,,
2018-11,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,416,10251,,,,,,,,
2018-11,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,697,5009,,,,,,,,
2018-12,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1182,23298,,,,,,,,
2018-12,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,426,Região de Saúde LVT,61753.0,,,,,,
2019-01,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,118,3389,,,,,,,,
2019-01,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,74,7179,,,,,,,,
2019-01,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,316,9708,,,,,,,,
2019-01,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,310,8840,,,,,,,,
2019-02,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,72,4601,,,,,,,,
2019-02,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,213,7736,,,,,,,,
2019-02,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,228,7046,,,,,,,,
2019-02,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,323,4102,,,,,,,,
2019-02,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,625,12159,,,,,,,,
2019-02,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Centro,1745,29042,,,,,,,,
2019-02,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,104,1397,,,,,,,,
2019-02,"Instituto Português de Oncologia, E.P.E. - Porto",Norte,521,5574,,,,,,,,
2019-03,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,17,247,,,,,,,,
2019-03,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,39,1856,,,,,,,,
2019-03,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,124,3136,,,,,,,,
2019-03,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,11,2473,,,,,,,,
2019-03,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,208,6945,,,,,,,,
2019-03,"Hospital Distrital de Santarém, E.P.E.",LVT,313,7991,,,,,,,,
2019-03,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,1539,18187,,,,,,,,
2019-03,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,488,Região de Saúde LVT,14668.0,,,,,,
2019-03,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,313,,,,,,,,
2019-04,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,14,,,,,,,,
2019-04,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,156,2774,,,,,,,,
2019-04,"Centro Hospitalar de Setúbal, E.P.E.",LVT,347,7001,,,,,,,,
2019-04,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,206,6340,,,,,,,,
2019-04,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,282,7462,,,,,,,,
2019-04,"Hospital Distrital de Santarém, E.P.E.",LVT,343,7658,,,,,,,,
2019-04,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,283,6347,,,,,,,,
2019-04,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,498,11571,,,,,,,,
2019-04,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,210,4946,,,,,,,,
2019-04,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,70,1304,,,,,,,,
2019-05,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,0,380,,,,,,,,
2019-05,Hospital Dr. Francisco Zagalo  - Ovar,Centro,16,352,,,,,,,,
2019-05,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,99,3699,,,,,,,,
2019-05,"Hospital Distrital de Santarém, E.P.E.",LVT,355,7232,,,,,,,,
2019-05,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,0,3118,,,,,,,,
2019-05,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,516,14422,,,,,,,,
2019-05,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1079,12407,,,,,,,,
2019-05,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1213,25163,,,,,,,,
2019-06,Hospital Dr. Francisco Zagalo  - Ovar,Centro,32,329,,,,,,,,
2019-06,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,259,5155,,,,,,,,
2019-06,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,268,5834,,,,,,,,
2019-06,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,507,7241,,,,,,,,
2019-06,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,325,6663,,,,,,,,
2019-06,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,495,8648,,,,,,,,
2019-06,"Centro Hospitalar Universitário do Algarve, E.P.E.",Algarve,404,12912,,,,,,,,
2019-06,"Hospital Garcia da Orta, E.P.E.",LVT,435,11908,,,,,,,,
2019-06,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,98,1510,,,,,,,,
2019-07,Hospital Arcebispo Joao Crisóstomo - Cantanhede,Centro,0,62,,,,,,,,
2019-07,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,3,,,,,,,,
2019-07,"Centro Hospitalar do Médio Ave, E.P.E.",Norte,58,3697,,,,,,,,
2019-07,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,0,2094,,,,,,,,
2019-07,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,331,5549,,,,,,,,
2019-07,"Centro Hospitalar do Médio Tejo, E.P.E.",LVT,263,6538,,,,,,,,
2019-07,"Unidade Local de Saúde do Norte Alentejano, E.P.E.",Alentejo,141,3179,,,,,,,,
2019-07,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,501,8713,,,,,,,,
2019-07,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,166,4546,,,,,,,,
2019-07,"Hospital Garcia da Orta, E.P.E.",LVT,401,11538,,,,,,,,
2019-07,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1167,23155,,,,,,,,
2019-08,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,292,4215,,,,,,,,
2019-08,"Unidade Local de Saúde do Litoral Alentejano, E.P.E.",Alentejo,42,2248,,,,,,,,
2019-08,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,598,8841,,,,,,,,
2019-08,"Hospital Garcia da Orta, E.P.E.",LVT,304,11236,,,,,,,,
2019-08,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,872,13049,,,,,,,,
2019-08,"Centro Hospitalar Universitário de São João, E.P.E.",Norte,1197,19075,,,,,,,,
2019-08,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1117,23668,,,,,,,,
2019-08,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,264,Região de Saúde LVT,36914.0,,,,,,
2019-08,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,283,,,,,,,,
2019-09,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,85,4379,,,,,,,,
2019-09,"Centro Hospitalar de Setúbal, E.P.E.",LVT,399,5831,,,,,,,,
2019-09,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,326,7395,,,,,,,,
2019-09,"Hospital da Senhora da Oliveira Guimaraes, E.P.E.",Norte,328,7606,,,,,,,,
2019-09,"Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.",Norte,188,9067,,,,,,,,
2019-09,"Hospital de Braga, E.P.E.",Norte,763,9397,,,,,,,,
2019-09,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,782,11306,,,,,,,,
2019-09,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1904,24827,,,,,,,,
2019-09,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,463,4892,,,,,,,,
2019-09,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,310,Região de Saúde LVT,41177.0,,,,,,
2019-09,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,184,,,,,,,,
2019-10,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,277,6462,,,,,,,,
2019-10,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,456,8334,,,,,,,,
2019-10,"Hospital Distrital de Santarém, E.P.E.",LVT,424,7481,,,,,,,,
2019-10,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,382,5944,,,,,,,,
2019-10,"Unidade Local de Saúde do Baixo Alentejo, E.P.E.",Alentejo,8,3365,,,,,,,,
2019-10,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,704,9050,,,,,,,,
2019-10,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,726,13194,,,,,,,,
2019-10,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,511,Região de Saúde LVT,46547.0,,,,,,
2019-10,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,143,,,,,,,,
2019-11,Hospital Dr. Francisco Zagalo  - Ovar,Centro,27,332,,,,,,,,
2019-11,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,4,,,,,,,,
2019-11,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,37,1942,,,,,,,,
2019-11,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,73,2027,,,,,,,,
2019-11,"Centro Hospitalar Barreiro Montijo, E.P.E.",LVT,333,6301,,,,,,,,
2019-11,"Centro Hospitalar do Baixo Vouga, E.P.E.",Centro,231,6139,,,,,,,,
2019-11,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,188,3512,,,,,,,,
2019-11,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,386,7588,,,,,,,,
2019-11,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,537,9523,,,,,,,,
2019-11,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E.",LVT,1492,26982,,,,,,,,
2019-12,Hospital Dr. Francisco Zagalo  - Ovar,Centro,21,374,,,,,,,,
2019-12,Instituto de Oftalmologia Dr. Gama Pinto,LVT,0,15,,,,,,,,
2019-12,"Centro Hospitalar do Oeste, E.P.E.",LVT,400,6333,,,,,,,,
2019-12,"Centro Hospitalar de Setúbal, E.P.E.",LVT,327,6712,,,,,,,,
2019-12,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",Norte,487,8113,,,,,,,,
2019-12,"Hospital Espírito Santo, E.P.E. - Evora",Alentejo,121,4669,,,,,,,,
2019-12,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1268,13373,,,,,,,,
2019-12,"Centro Hospitalar Universitário do Porto, E.P.E.",Norte,548,16512,,,,,,,,
2019-12,"Hospital de Magalhaes de Lemos, E.P.E.",Norte,0,405,,,,,,,,
2020-01,Hospital Dr. Francisco Zagalo  - Ovar,Centro,24,469,,,,,,,,
2020-01,"Centro Hospitalar do Oeste, E.P.E.",LVT,545,7132,,,,,,,,
2020-01,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,91,2773,,,,,,,,
2020-01,"Unidade Local de Saúde da Guarda, E.P.E.",Centro,164,5475,,,,,,,,
2020-01,"Centro Hospitalar de Leiria-Pombal, E.P.E.",Centro,283,10850,,,,,,,,
2020-01,"Centro Hospitalar Universitário Cova da Beira, E.P.E.",Centro,164,3698,,,,,,,,
2020-01,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",LVT,571,13265,,,,,,,,
2020-01,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",LVT,1126,14696,,,,,,,,
2020-01,"Instituto Português de Oncologia, E.P.E. - Lisboa",LVT,531,4688,,,,,,,,
2020-02,Hospital Dr. Francisco Zagalo  - Ovar,Centro,10,360,,,,,,,,
2020-02,"Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.",Norte,30,2009,,,,,,,,
2020-02,"Hospital Distrital Figueira da Foz, E.P.E.",Centro,46,2639,,,,,,,,
2020-02,"Unidade Local de Saúde do Nordeste, E.P.E.",Norte,126,6103,,,,,,,,
2020-02,"Centro Hospitalar de Entre Douro e Vouga, E.P.E.",Norte,183,7937,,,,,,,,
2020-02,"Unidade Local de Saúde de Matosinhos, E.P.E.",Norte,422,6293,,,,,,,,
2020-02,"Centro Hospitalar Universitário Lisboa Central, E.P.E.",LVT,1006,24198,,,,,,,,
2020-02,"Instituto Português de Oncologia, E.P.E. - Coimbra",Centro,92,1452,,,,,,,,
2020-02,Centro Hospitalar Psiquiátrico de Lisboa,LVT,0,390,Região de Saúde LVT,9427.0,,,,,,
2020-03,Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais,Centro,6,257,,,,,,,,
2020-03,Hospital Dr. Francisco Zagalo  - Ovar,Centro,28,376,,,,,,,,
2020-03,"Unidade Local de Saúde de Castelo Branco, E.P.E.",Centro,113,3097,,,,,,,,
2020-03,"Unidade Local de Saúde do Alto Minho, E.P.E.",Norte,433,7419,,,,,,,,
2020-03,"Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.",Norte,364,10326,,,,,,,,
2020-03,"Centro Hospitalar Tondela-Viseu, E.P.E.",Centro,565,8252,,,,,,,,
2020-03,"Hospital de Braga, E.P.E.",Norte,756,10335,,,,,,,,
