Período;ARS;Hospital;Localização Geográfica;Grupo Hospitalar;DDD Consumidas de Carbapenemes;DDD Consumidas dos Restantes Antibióticos;Peso
2017-02;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;6;428;0.016087111159749368
2017-02;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;8;0.0
2017-02;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;31;2201;0.014255808415582914
2017-02;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;54;1883;0.028325985238311573
2017-02;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;296;6617;0.04292842049444406
2017-02;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;497;7870;0.059469734366433234
2017-02;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;494;7820;0.059497565613893584
2017-02;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;284;10707;0.025912785055798145
2017-02;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;593;13914;0.04087425769141246
2017-02;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;808;13179;0.057788143898435826
2017-02;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2374;29418;0.07467362142144349
2017-02;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1671;26768;0.058761944131109245
2017-02;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1036;17997;0.0544347474376829
2017-02;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;1160;23203;0.04765182291936845
2017-02;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;615;5749;0.09676816086135814
2017-03;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;4;324;0.01217391304347826
2017-03;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;450;7158;0.05915695047618001
2017-03;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;123;2921;0.04050957605712006
2017-03;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;131;5302;0.02424442906089256
2017-03;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;369;6986;0.05016426872096973
2017-03;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;983;7424;0.1169301292246028
2017-03;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;487;7842;0.05846728473287531
2017-03;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;598;8263;0.06748824070568525
2017-03;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;321;4908;0.061441957518185555
2017-03;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;666;14725;0.04331857162488021
2017-03;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;370;4929;0.06987986449937547
2017-03;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;407;5711;0.0665653522050161
2017-04;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;396;5326;0.06920807978832569
2017-04;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;295;5748;0.048842789282979866
2017-04;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;172;2914;0.05596098298404585
2017-04;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;470;7391;0.05988803436063979
2017-04;LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Grupo C;421;7089;0.0561106368166553
2017-04;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;324;10206;0.03085359192687144
2017-04;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;438;13508;0.03142901285414187
2017-04;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Grupo E;1099;24110;0.04362050232239394
2017-04;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;540;5648;0.08733597573936557
2017-04;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;290;0.0
2017-05;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;5;341;0.01586157173756309
2017-05;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;3;0.0
2017-05;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;48;1628;0.028625791611052748
2017-05;LVT;Centro Hospitalar do Médio Tejo, E.P.E.;39.478072, -8.5404429;Grupo C;310;6004;0.04917113031386422
2017-05;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;385;6316;0.05751702713239909
2017-05;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;943;12640;0.0694434301291942
2017-05;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;2109;25195;0.07726467216859753
2017-05;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;165;1439;0.10333526933010384
2017-06;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;18;401;0.0439964893406189
2017-06;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;110;3333;0.031942917591421045
2017-06;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;550;6424;0.0789832326114257
2017-06;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;80;1575;0.04843280254318959
2017-06;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;130;1975;0.06175283033805718
2017-06;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;11;1483;0.007802175055331778
2017-06;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;270;6948;0.0374925071877403
2017-06;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;860;7712;0.10040308415614058
2017-06;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;337;9924;0.03286350029320659
2017-06;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;648;7672;0.07795219548135345
2017-06;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498, -8.6172617;Grupo E;1061;14077;0.07009045024070303
2017-07;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;91;0.0
2017-07;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;136;2051;0.06227340081507695
2017-07;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;412;4328;0.08704624967518654
2017-07;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;181;4452;0.03921705627276389
2017-07;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;479;9335;0.048821017903061384
2017-07;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;314;5776;0.051660516605165976
2017-07;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;881;6668;0.11677188645092923
2017-07;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1239;13912;0.08177591532823021
2017-07;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1897;26417;0.06701506690483969
2017-08;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;43;2062;0.020423626267995064
2017-08;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;134;5284;0.024788891307829235
2017-08;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;364;9848;0.03568885445397903
2017-08;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;843;6862;0.1095065057575787
2017-08;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;564;6737;0.07734682637990953
2017-08;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;283;3782;0.06970618464002087
2017-08;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;456;13656;0.03235731836896392
2017-08;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1490;11959;0.11079978935403509
2017-09;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;8;269;0.0323574730354391
2017-09;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;382;4068;0.08602360467386436
2017-09;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;158;4054;0.037677065963826015
2017-09;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;610;6330;0.08797796297468269
2017-09;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;231;5523;0.04021239470164799
2017-09;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;617;6927;0.08180173574777286
2017-09;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;157;4140;0.03652988273486611
2017-09;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1129;10714;0.09536711568401628
2017-09;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;325;0.0
2017-10;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;140;0.0
2017-10;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;2;437;0.005119037945884461
2017-10;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;5;0.0
2017-10;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;249;4645;0.0509406450519706
2017-10;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;0;1788;0.00018629531799945425
2017-10;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;212;5441;0.03762586431655612
2017-10;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;291;6958;0.040195666309795056
2017-10;Norte;Centro Hospitalar do Tâmega e Sousa, E.P.E.;41.2494561, -8.264901;Grupo C;809;7658;0.09555877349604235
2017-10;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1941;27290;0.06640291172871192
2017-10;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1185;19382;0.05764490834467673
2017-11;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;95;0.0
2017-11;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;342;6132;0.05287250792615688
2017-11;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;217;7448;0.028412764056668132
2017-11;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;476;6906;0.06455822679640434
2017-11;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;13;2814;0.004598504643773808
2017-11;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;200;4632;0.04143889358326579
2017-11;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1118;13575;0.07609279433588748
2017-11;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;209;0.0
2017-12;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;0;408;0.0
2017-12;LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Grupo A;0;31;0.0
2017-12;Norte;Centro Hospitalar Póvoa de Varzim / Vila do Conde, E.P.E.;41.3828711, -8.7589945;Grupo B;65;2135;0.029650507023129116
2017-12;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;295;4828;0.05769961244737399
2017-12;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;3;1713;0.001941909174133767
2017-12;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Grupo B;175;5440;0.031237247263958438
2017-12;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;287;7849;0.035353968121052
2017-12;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Grupo D;509;8712;0.055280504089629076
2017-12;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;402;10673;0.036324278775619404
2017-12;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;1889;27901;0.0634218379930054
2017-12;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;206;0.0
2017-12;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;193;0.0
2018-01;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;145;0.0
2018-01;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;166;2546;0.06137458713529676
2018-01;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;248;5956;0.04002078420400493
2018-01;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;251;9337;0.02622857738791875
2018-01;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;306;12356;0.02417785075847604
2018-01;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173, -8.3086907;Grupo C;486;8693;0.05299344815664947
2018-01;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;269;12462;0.021167302853506022
2018-01;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;470;15979;0.028606665977715585
2018-01;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Grupo E;1133;15032;0.07011226416358779
2018-01;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;419;0.0
2018-01;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;256;0.0
2018-02;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967, -8.6318023;Grupo A;2;339;0.0075444146994402455
2018-02;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Grupo B;208;5709;0.035164981078628775
2018-02;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;189;6467;0.028440883770419943
2018-02;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;218;4057;0.051195104602102595
2018-02;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;363;7940;0.043726008150508415
2018-02;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;10;2989;0.0034999444453262677
2018-02;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;576;14643;0.03786301127841369
2018-02;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713, -9.1822554;Grupo D;368;11673;0.030627925863060075
2018-03;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Grupo B;402;7028;0.05419903257399615
2018-03;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;148;2536;0.055123894263100714
2018-03;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Grupo B;18;2555;0.0071241875419239785
2018-03;Centro;Centro Hospitalar de Leiria-Pombal, E.P.E.;39.7414812, -8.7982706;Grupo C;475;12498;0.03666358557314148
2018-03;LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Grupo C;295;9268;0.030903987372376908
2018-03;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Grupo C;14;3182;0.004639420928777836
2018-03;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Grupo C;300;4614;0.061186420262200066
2018-03;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973, -7.9281554;Grupo D;526;15154;0.03356567160749491
2018-03;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Grupo E;2609;30028;0.07994099708578263
2018-03;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;596;5254;0.1019826800364629
2018-03;LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Psiquiátricos;0;295;0.0
2018-04;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919, -8.7707806;Grupo A;28;348;0.07625031573629704
2018-04;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;112;2655;0.04050455380458861
2018-04;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897, -8.8586755;Grupo B;157;2407;0.061317521303378364
2018-04;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;244;6020;0.039079332032124554
2018-04;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;258;6749;0.036853928613840035
2018-04;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Grupo D;973;13536;0.06709212606122639
2018-04;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Grupo E;2189;26495;0.07631622273896635
2018-04;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768, -9.1634516;Grupo F;381;4766;0.07412555068626196
2018-04;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;239;0.0
2018-05;Centro;Hospital Arcebispo Joao Crisóstomo - Cantanhede;40.3470015, -8.5933462;Grupo A;0;87;0.0
2018-05;Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984, -8.4802503;Grupo B;62;3819;0.016055808961631342
2018-05;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Grupo C;175;3195;0.05213325650694585
2018-05;LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Grupo C;282;7531;0.0361022289577611
2018-05;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Grupo C;405;6085;0.062458390112298486
2018-05;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138, -8.5972617;Grupo D;522;10159;0.04895015976641215
2018-05;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056, -8.6010558;Grupo E;1012;19764;0.04875492042699112
2018-05;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514, -8.4103814;Grupo F;156;1518;0.09328822329469127
2018-05;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642, -8.6062881;Grupo F;499;4662;0.09668558829769891
2018-05;Norte;Hospital de Magalhaes de Lemos, E.P.E.;41.1764649, -8.6649823;Psiquiátricos;0;242;0.0
2018-06;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234, -8.6171561;Grupo B;56;1847;0.029588869782710633
2018-06;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Grupo B;103;2852;0.034852338125149374
2018-06;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005, -9.0592392;Grupo C;433;6006;0.06731814450828585
2018-06;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884, -8.5458794;Grupo C;132;4482;0.02874417069043786
2018-06;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Grupo C;356;6450;0.05239929204988523
2018-06;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Grupo C;251;7194;0.033797891804538883
2018-06;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Grupo C;347;6792;0.04868380427433252
2018-06;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Grupo D;219;9985;0.021508896907857886
2018-06;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861, -7.9032848;Grupo D;329;5565;0.05584363781412037
